1.000000E+6,1.316777E-5
1.500000E+6,3.713379E-5
2.000000E+6,8.012298E-5
2.500000E+6,1.487596E-4
3.000000E+6,2.509140E-4
3.500000E+6,3.961693E-4
4.000000E+6,5.964577E-4
4.500000E+6,8.669495E-4
5.000000E+6,1.227309E-3
5.500000E+6,1.703418E-3
6.000000E+6,2.329513E-3
6.500000E+6,3.150071E-3
7.000000E+6,4.218853E-3
7.500000E+6,5.588210E-3
8.000000E+6,7.279766E-3
8.500000E+6,9.254749E-3
9.000000E+6,1.146860E-2
9.500000E+6,1.402288E-2
1.000000E+7,1.720366E-2
1.050000E+7,2.136940E-2
1.100000E+7,2.689407E-2
1.150000E+7,3.419580E-2
1.200000E+7,4.376878E-2
1.250000E+7,5.616903E-2
1.300000E+7,7.191907E-2
1.350000E+7,9.128074E-2
1.400000E+7,1.138253E-1
1.450000E+7,1.378022E-1
1.500000E+7,1.597244E-1
1.550000E+7,1.751244E-1
1.600000E+7,1.807897E-1
1.650000E+7,1.767313E-1
1.700000E+7,1.658375E-1
1.750000E+7,1.518281E-1
1.800000E+7,1.375858E-1
1.850000E+7,1.246374E-1
1.900000E+7,1.133193E-1
1.950000E+7,1.031990E-1
2.000000E+7,9.367555E-2
2.100000E+7,7.576042E-2
2.200000E+7,6.104036E-2
2.300000E+7,5.001848E-2
2.400000E+7,4.186954E-2
2.500000E+7,3.572032E-2
2.600000E+7,3.095690E-2
2.700000E+7,2.717804E-2
2.800000E+7,2.412026E-2
2.900000E+7,2.160624E-2
3.000000E+7,1.951313E-2
3.200000E+7,1.626267E-2
3.400000E+7,1.390674E-2
3.600000E+7,1.217400E-2
3.800000E+7,1.089073E-2
4.000000E+7,9.938124E-3
4.200000E+7,9.231224E-3
4.400000E+7,8.707603E-3
4.600000E+7,8.320704E-3
4.800000E+7,8.035537E-3
5.000000E+7,7.825709E-3
5.200000E+7,7.671280E-3
5.400000E+7,7.557173E-3
5.600000E+7,7.471989E-3
5.800000E+7,7.407110E-3
6.000000E+7,7.356029E-3
6.200000E+7,7.313844E-3
6.400000E+7,7.276873E-3
6.600000E+7,7.242364E-3
6.800000E+7,7.208280E-3
7.000000E+7,7.173128E-3
7.200000E+7,7.135838E-3
7.400000E+7,7.095662E-3
7.600000E+7,7.052102E-3
7.800000E+7,7.004854E-3
8.000000E+7,6.953763E-3
8.500000E+7,6.809180E-3
9.000000E+7,6.642016E-3
9.500000E+7,6.455621E-3
1.000000E+8,6.254297E-3
1.100000E+8,5.825880E-3
1.200000E+8,5.395217E-3
1.300000E+8,4.999282E-3
1.400000E+8,4.672359E-3
1.500000E+8,4.266630E-3
1.600000E+8,3.916317E-3
1.700000E+8,3.611363E-3
1.800000E+8,3.343951E-3
1.900000E+8,3.107920E-3
2.000000E+8,2.898350E-3
